0,0,2.0
0,1,8.0
0,2,13.0
0,3,10.0
0,4,18.0
0,5,15.0
0,6,22.0
0,7,16.0
0,8,20.0
0,9,13.0
0,10,4.0
0,11,4.0
0,12,-5.0
0,13,-2.0
0,14,-9.0
0,15,-18.0
0,16,-27.0
0,17,-32.0
0,18,-40.0
0,19,-46.0
0,20,-40.0
0,21,-32.0
0,22,-42.0
0,23,-46.0
0,24,-39.0
0,25,-46.0
0,26,-56.0
0,27,-56.0
0,28,-49.0
0,29,-41.0
0,30,-35.0
0,31,-34.0
0,32,-39.0
0,33,-37.0
0,34,-46.0
0,35,-39.0
0,36,-32.0
0,37,-35.0
0,38,-40.0
0,39,-33.0
0,40,-35.0
0,41,-35.0
0,42,-29.0
0,43,-35.0
0,44,-39.0
0,45,-42.0
0,46,-44.0
0,47,-39.0
0,48,-45.0
0,49,-48.0
0,50,-54.0
0,51,-55.0
0,52,-53.0
0,53,-49.0
0,54,-54.0
0,55,-57.0
0,56,-61.0
0,57,-71.0
0,58,-76.0
0,59,-83.0
0,60,-89.0
0,61,-95.0
0,62,-89.0
0,63,-95.0
0,64,-100.0
0,65,-95.0
0,66,-101.0
0,67,-109.0
0,68,-117.0
0,69,-117.0
0,70,-127.0
0,71,-136.0
0,72,-132.0
0,73,-141.0
0,74,-136.0
0,75,-142.0
0,76,-133.0
0,77,-143.0
0,78,-143.0
0,79,-146.0
0,80,-156.0
0,81,-155.0
0,82,-163.0
0,83,-162.0
0,84,-171.0
0,85,-179.0
0,86,-174.0
0,87,-183.0
0,88,-185.0
0,89,-193.0
0,90,-186.0
0,91,-182.0
0,92,-186.0
0,93,-190.0
0,94,-183.0
0,95,-176.0
0,96,-182.0
0,97,-173.0
0,98,-176.0
0,99,-182.0
1,0,-4.0
1,1,-5.0
1,2,-10.0
1,3,-8.0
1,4,-10.0
1,5,-13.0
1,6,-4.0
1,7,-2.0
1,8,-3.0
1,9,2.0
1,10,-2.0
1,11,-3.0
1,12,-8.0
1,13,-17.0
1,14,-20.0
1,15,-14.0
1,16,-22.0
1,17,-23.0
1,18,-28.0
1,19,-26.0
1,20,-24.0
1,21,-19.0
1,22,-22.0
1,23,-20.0
1,24,-22.0
1,25,-19.0
1,26,-24.0
1,27,-28.0
1,28,-30.0
1,29,-23.0
1,30,-21.0
1,31,-23.0
1,32,-23.0
1,33,-18.0
1,34,-20.0
1,35,-22.0
1,36,-28.0
1,37,-28.0
1,38,-37.0
1,39,-31.0
1,40,-39.0
1,41,-30.0
1,42,-25.0
1,43,-24.0
1,44,-33.0
1,45,-42.0
1,46,-35.0
1,47,-31.0
1,48,-24.0
1,49,-21.0
1,50,-25.0
1,51,-25.0
1,52,-25.0
1,53,-18.0
1,54,-27.0
1,55,-20.0
1,56,-21.0
1,57,-14.0
1,58,-14.0
1,59,-13.0
1,60,-15.0
1,61,-16.0
1,62,-23.0
1,63,-32.0
1,64,-38.0
1,65,-41.0
1,66,-47.0
1,67,-45.0
1,68,-48.0
1,69,-46.0
1,70,-41.0
1,71,-48.0
1,72,-40.0
1,73,-36.0
1,74,-44.0
1,75,-35.0
1,76,-35.0
1,77,-40.0
1,78,-37.0
1,79,-46.0
1,80,-37.0
1,81,-33.0
1,82,-40.0
1,83,-47.0
1,84,-52.0
1,85,-57.0
1,86,-55.0
1,87,-48.0
1,88,-41.0
1,89,-32.0
1,90,-28.0
1,91,-26.0
1,92,-21.0
1,93,-13.0
1,94,-7.0
1,95,1.0
1,96,-7.0
1,97,-10.0
1,98,-17.0
1,99,-13.0
2,0,-3.0
2,1,-6.0
2,2,-1.0
2,3,5.0
2,4,2.0
2,5,4.0
2,6,-5.0
2,7,-2.0
2,8,0.0
2,9,-7.0
2,10,-12.0
2,11,-10.0
2,12,-6.0
2,13,-9.0
2,14,-5.0
2,15,3.0
2,16,4.0
2,17,-3.0
2,18,-6.0
2,19,-15.0
2,20,-10.0
2,21,-7.0
2,22,-13.0
2,23,-16.0
2,24,-10.0
2,25,-18.0
2,26,-28.0
2,27,-21.0
2,28,-25.0
2,29,-26.0
2,30,-28.0
2,31,-38.0
2,32,-47.0
2,33,-56.0
2,34,-62.0
2,35,-72.0
2,36,-77.0
2,37,-86.0
2,38,-78.0
2,39,-86.0
2,40,-92.0
2,41,-92.0
2,42,-98.0
2,43,-108.0
2,44,-99.0
2,45,-96.0
2,46,-91.0
2,47,-96.0
2,48,-91.0
2,49,-85.0
2,50,-79.0
2,51,-75.0
2,52,-69.0
2,53,-78.0
2,54,-85.0
2,55,-90.0
2,56,-86.0
2,57,-82.0
2,58,-75.0
2,59,-77.0
2,60,-81.0
2,61,-72.0
2,62,-81.0
2,63,-73.0
2,64,-73.0
2,65,-79.0
2,66,-89.0
2,67,-83.0
2,68,-77.0
2,69,-78.0
2,70,-74.0
2,71,-67.0
2,72,-77.0
2,73,-78.0
2,74,-88.0
2,75,-95.0
2,76,-87.0
2,77,-94.0
2,78,-88.0
2,79,-90.0
2,80,-97.0
2,81,-100.0
2,82,-98.0
2,83,-99.0
2,84,-96.0
2,85,-87.0
2,86,-79.0
2,87,-86.0
2,88,-80.0
2,89,-83.0
2,90,-74.0
2,91,-73.0
2,92,-79.0
2,93,-84.0
2,94,-82.0
2,95,-89.0
2,96,-92.0
2,97,-89.0
2,98,-90.0
2,99,-98.0
3,0,1.0
3,1,5.0
3,2,12.0
3,3,16.0
3,4,10.0
3,5,16.0
3,6,25.0
3,7,15.0
3,8,19.0
3,9,10.0
3,10,14.0
3,11,8.0
3,12,6.0
3,13,0.0
3,14,-3.0
3,15,-6.0
3,16,2.0
3,17,7.0
3,18,7.0
3,19,8.0
3,20,11.0
3,21,7.0
3,22,16.0
3,23,24.0
3,24,30.0
3,25,34.0
3,26,27.0
3,27,32.0
3,28,27.0
3,29,32.0
3,30,22.0
